file,race,gender,age,condition,system,detected,confidence
val/4329.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/919.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/919.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/919.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/919.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/2458.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/2458.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/2458.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/2458.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/1484.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/1484.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/1484.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/1484.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1730.jpg,Black,Female,50-59,standard,DeepFace (RetinaFace),True,1.0
val/1730.jpg,Black,Female,50-59,standard,InsightFace (SCRFD),False,0.0
val/1730.jpg,Black,Female,50-59,dim,DeepFace (RetinaFace),True,1.0
val/1730.jpg,Black,Female,50-59,dim,InsightFace (SCRFD),False,0.0
val/1610.jpg,Black,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/1610.jpg,Black,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/1610.jpg,Black,Female,3-9,dim,DeepFace (RetinaFace),True,0.99
val/1610.jpg,Black,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/3828.jpg,Black,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/3828.jpg,Black,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/3828.jpg,Black,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/3828.jpg,Black,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/5386.jpg,Black,Female,more than 70,standard,DeepFace (RetinaFace),True,1.0
val/5386.jpg,Black,Female,more than 70,standard,InsightFace (SCRFD),False,0.0
val/5386.jpg,Black,Female,more than 70,dim,DeepFace (RetinaFace),True,1.0
val/5386.jpg,Black,Female,more than 70,dim,InsightFace (SCRFD),False,0.0
val/661.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/661.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/661.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/661.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/6986.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6986.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6986.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6986.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/2096.jpg,Black,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/2096.jpg,Black,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/2096.jpg,Black,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/2096.jpg,Black,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/3996.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/3996.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/3996.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/3996.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/3360.jpg,Black,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/3360.jpg,Black,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/3360.jpg,Black,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/3360.jpg,Black,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/10669.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/10669.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/10669.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/10669.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/6268.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6268.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6268.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6268.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/10469.jpg,Black,Male,more than 70,standard,DeepFace (RetinaFace),True,1.0
val/10469.jpg,Black,Male,more than 70,standard,InsightFace (SCRFD),False,0.0
val/10469.jpg,Black,Male,more than 70,dim,DeepFace (RetinaFace),True,1.0
val/10469.jpg,Black,Male,more than 70,dim,InsightFace (SCRFD),False,0.0
val/5433.jpg,Black,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/5433.jpg,Black,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/5433.jpg,Black,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/5433.jpg,Black,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/357.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/357.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/357.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/357.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/753.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/753.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/753.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/753.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/5555.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/5555.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/5555.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/5555.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/6381.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6381.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/6381.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6381.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/4721.jpg,Black,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/4721.jpg,Black,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/4721.jpg,Black,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/4721.jpg,Black,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/6028.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/6028.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/6028.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/6028.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1522.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1522.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),True,0.5164099931716919
val/1522.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1522.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),True,0.5152373313903809
val/8327.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/8327.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/8327.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8327.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/2230.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/2230.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/2230.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/2230.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/6396.jpg,Black,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/6396.jpg,Black,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/6396.jpg,Black,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/6396.jpg,Black,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/5525.jpg,Black,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/5525.jpg,Black,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/5525.jpg,Black,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/5525.jpg,Black,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/10182.jpg,Black,Male,40-49,standard,DeepFace (RetinaFace),True,0.97
val/10182.jpg,Black,Male,40-49,standard,InsightFace (SCRFD),False,0.0
val/10182.jpg,Black,Male,40-49,dim,DeepFace (RetinaFace),True,0.98
val/10182.jpg,Black,Male,40-49,dim,InsightFace (SCRFD),False,0.0
val/1006.jpg,Black,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/1006.jpg,Black,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/1006.jpg,Black,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/1006.jpg,Black,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/8486.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/8486.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/8486.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8486.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/9196.jpg,Black,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/9196.jpg,Black,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/9196.jpg,Black,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/9196.jpg,Black,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/10875.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/10875.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/10875.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/10875.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/5336.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/5336.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/5336.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/5336.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/4155.jpg,Black,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/4155.jpg,Black,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/4155.jpg,Black,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/4155.jpg,Black,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/8872.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/8872.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/8872.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/8872.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/3674.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3674.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/3674.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3674.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/2774.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/2774.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/2774.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/2774.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/5399.jpg,Black,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/5399.jpg,Black,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/5399.jpg,Black,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/5399.jpg,Black,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/152.jpg,Black,Male,0-2,standard,DeepFace (RetinaFace),True,1.0
val/152.jpg,Black,Male,0-2,standard,InsightFace (SCRFD),False,0.0
val/152.jpg,Black,Male,0-2,dim,DeepFace (RetinaFace),True,1.0
val/152.jpg,Black,Male,0-2,dim,InsightFace (SCRFD),False,0.0
val/7875.jpg,Black,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/7875.jpg,Black,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/7875.jpg,Black,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/7875.jpg,Black,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/8154.jpg,Black,Female,40-49,standard,DeepFace (RetinaFace),True,1.0
val/8154.jpg,Black,Female,40-49,standard,InsightFace (SCRFD),False,0.0
val/8154.jpg,Black,Female,40-49,dim,DeepFace (RetinaFace),True,1.0
val/8154.jpg,Black,Female,40-49,dim,InsightFace (SCRFD),False,0.0
val/281.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/281.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/281.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/281.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/10017.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/10017.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/10017.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/10017.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/536.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/536.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/536.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/536.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/7751.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/7751.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/7751.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/7751.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/8142.jpg,Black,Male,50-59,standard,DeepFace (RetinaFace),True,1.0
val/8142.jpg,Black,Male,50-59,standard,InsightFace (SCRFD),False,0.0
val/8142.jpg,Black,Male,50-59,dim,DeepFace (RetinaFace),True,1.0
val/8142.jpg,Black,Male,50-59,dim,InsightFace (SCRFD),False,0.0
val/3265.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3265.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/3265.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3265.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/3957.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/3957.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/3957.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/3957.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/6720.jpg,Black,Male,3-9,standard,DeepFace (RetinaFace),True,0.98
val/6720.jpg,Black,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/6720.jpg,Black,Male,3-9,dim,DeepFace (RetinaFace),True,0.99
val/6720.jpg,Black,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/8472.jpg,Black,Male,3-9,standard,DeepFace (RetinaFace),True,1.0
val/8472.jpg,Black,Male,3-9,standard,InsightFace (SCRFD),False,0.0
val/8472.jpg,Black,Male,3-9,dim,DeepFace (RetinaFace),True,1.0
val/8472.jpg,Black,Male,3-9,dim,InsightFace (SCRFD),False,0.0
val/10339.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/10339.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/10339.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/10339.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/8062.jpg,Black,Female,20-29,standard,DeepFace (RetinaFace),True,1.0
val/8062.jpg,Black,Female,20-29,standard,InsightFace (SCRFD),False,0.0
val/8062.jpg,Black,Female,20-29,dim,DeepFace (RetinaFace),True,1.0
val/8062.jpg,Black,Female,20-29,dim,InsightFace (SCRFD),False,0.0
val/1725.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,0.99
val/1725.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/1725.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1725.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/3408.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/3408.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/3408.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/3408.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/1241.jpg,Black,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/1241.jpg,Black,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/1241.jpg,Black,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/1241.jpg,Black,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/8935.jpg,Black,Female,10-19,standard,DeepFace (RetinaFace),True,1.0
val/8935.jpg,Black,Female,10-19,standard,InsightFace (SCRFD),False,0.0
val/8935.jpg,Black,Female,10-19,dim,DeepFace (RetinaFace),True,1.0
val/8935.jpg,Black,Female,10-19,dim,InsightFace (SCRFD),False,0.0
val/5721.jpg,Black,Male,10-19,standard,DeepFace (RetinaFace),True,1.0
val/5721.jpg,Black,Male,10-19,standard,InsightFace (SCRFD),False,0.0
val/5721.jpg,Black,Male,10-19,dim,DeepFace (RetinaFace),True,1.0
val/5721.jpg,Black,Male,10-19,dim,InsightFace (SCRFD),False,0.0
val/4645.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
val/4645.jpg,Black,Male,20-29,standard,InsightFace (SCRFD),False,0.0
val/4645.jpg,Black,Male,20-29,dim,DeepFace (RetinaFace),True,1.0
val/4645.jpg,Black,Male,20-29,dim,InsightFace (SCRFD),False,0.0
val/5237.jpg,Black,Female,3-9,standard,DeepFace (RetinaFace),True,1.0
val/5237.jpg,Black,Female,3-9,standard,InsightFace (SCRFD),False,0.0
val/5237.jpg,Black,Female,3-9,dim,DeepFace (RetinaFace),True,1.0
val/5237.jpg,Black,Female,3-9,dim,InsightFace (SCRFD),False,0.0
val/2475.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/2475.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/2475.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/2475.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/1469.jpg,Black,Male,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1469.jpg,Black,Male,30-39,standard,InsightFace (SCRFD),False,0.0
val/1469.jpg,Black,Male,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1469.jpg,Black,Male,30-39,dim,InsightFace (SCRFD),False,0.0
val/1478.jpg,Black,Female,30-39,standard,DeepFace (RetinaFace),True,1.0
val/1478.jpg,Black,Female,30-39,standard,InsightFace (SCRFD),False,0.0
val/1478.jpg,Black,Female,30-39,dim,DeepFace (RetinaFace),True,1.0
val/1478.jpg,Black,Female,30-39,dim,InsightFace (SCRFD),False,0.0
val/285.jpg,Black,Male,20-29,standard,DeepFace (RetinaFace),True,1.0
